Sonde,Date (MM/DD/YYYY),Time (HH:mm:ss),Site Name,Depth_m,DO_sat,DO_mgL,SPC,Turb_FNU,ph,ph_mv,TempC,Battery_V,Pressure_psi,VertPosit_m
21L101260,10/29/2022,3:30:00,TuleRed_Breach,1.038,97.3,9.25,19771.5,93.16,7.89,-65.6,14.356,5.51,1.488,1.038
21L101260,10/29/2022,3:45:00,TuleRed_Breach,1.041,97.3,9.26,19713.1,80.95,7.9,-66.1,14.333,5.51,1.492,1.042
21L101260,10/29/2022,4:00:00,TuleRed_Breach,1.039,97.2,9.27,19670.8,74.08,7.91,-66.5,14.227,5.52,1.491,1.041
21L101260,10/29/2022,4:15:00,TuleRed_Breach,1.037,97.2,9.25,19629,71.2,7.91,-66.6,14.328,5.51,1.486,1.04
21L101260,10/29/2022,4:30:00,TuleRed_Breach,1.036,97.2,9.26,19598.7,63.95,7.91,-66.7,14.327,5.51,1.485,1.036
21L101260,10/29/2022,4:45:00,TuleRed_Breach,1.037,97,9.25,19582.4,46.69,7.91,-66.6,14.27,5.51,1.487,1.037
21L101260,10/29/2022,5:00:00,TuleRed_Breach,1.042,97,9.25,19540.8,43.8,7.91,-66.6,14.258,5.52,1.495,1.043
21L101260,10/29/2022,5:15:00,TuleRed_Breach,1.041,97,9.26,19528.8,38.84,7.91,-66.6,14.217,5.51,1.493,1.045
21L101260,10/29/2022,5:30:00,TuleRed_Breach,1.044,96.9,9.25,19543.9,37.3,7.91,-66.5,14.199,5.51,1.498,1.043
21L101260,10/29/2022,5:45:00,TuleRed_Breach,1.052,96.9,9.25,19518.2,38.4,7.91,-66.4,14.178,5.51,1.508,1.054
21L101260,10/29/2022,6:00:00,TuleRed_Breach,1.048,96.9,9.25,19478.4,37.06,7.91,-66.4,14.182,5.51,1.503,1.05
21L101260,10/29/2022,6:15:00,TuleRed_Breach,1.047,96.8,9.25,19481.9,33.34,7.9,-66.3,14.155,5.51,1.501,1.048
21L101260,10/29/2022,6:30:00,TuleRed_Breach,1.049,96.7,9.24,19499.9,28.47,7.9,-66.3,14.175,5.51,1.504,1.05
21L101260,10/29/2022,6:45:00,TuleRed_Breach,1.047,96.6,9.23,19512.6,31.66,7.9,-66.2,14.164,5.51,1.501,1.05
21L101260,10/29/2022,7:00:00,TuleRed_Breach,1.046,96.5,9.22,19500,28.54,7.9,-66.1,14.162,5.51,1.5,1.048
21L101260,10/29/2022,7:15:00,TuleRed_Breach,1.046,96.3,9.21,19530.9,27.15,7.9,-65.9,14.121,5.51,1.499,1.048
21L101260,10/29/2022,7:30:00,TuleRed_Breach,1.042,96,9.19,19535.4,24.15,7.89,-65.3,14.06,5.51,1.495,1.045
21L101260,10/29/2022,7:45:00,TuleRed_Breach,1.043,95.9,9.19,19563.9,22.46,7.88,-64.8,14.038,5.51,1.496,1.045
21L101260,10/29/2022,8:00:00,TuleRed_Breach,1.043,95.6,9.18,19585.4,20.88,7.88,-64.7,13.965,5.51,1.496,1.047
21L101260,10/29/2022,8:15:00,TuleRed_Breach,1.042,95,9.12,19617.9,20.9,7.85,-63.5,13.94,5.51,1.494,1.045
21L101260,10/29/2022,8:30:00,TuleRed_Breach,1.041,94.8,9.11,19648.9,19.17,7.84,-62.7,13.894,5.51,1.493,1.044
21L101260,10/29/2022,8:45:00,TuleRed_Breach,1.046,95.5,9.18,19668.5,17,7.87,-64.2,13.88,5.51,1.5,1.048
21L101260,10/29/2022,9:00:00,TuleRed_Breach,1.04,95.5,9.18,19649,17.07,7.86,-63.7,13.848,5.51,1.492,1.042
21L101260,10/29/2022,9:15:00,TuleRed_Breach,1.04,95.5,9.18,19695.8,15.97,7.84,-62.9,13.828,5.51,1.491,1.041
21L101260,10/29/2022,9:30:00,TuleRed_Breach,1.037,95.4,9.16,19786.4,16.37,7.82,-61.5,13.857,5.51,1.487,1.04
21L101260,10/29/2022,9:45:00,TuleRed_Breach,1.033,95.3,9.15,19814.6,15.26,7.79,-60,13.914,5.51,1.482,1.036
21L101260,10/29/2022,10:00:00,TuleRed_Breach,1.03,95.1,9.12,19837,14.87,7.77,-59,13.93,5.51,1.477,1.029
21L101260,10/29/2022,10:15:00,TuleRed_Breach,1.029,94,9.02,19876.6,15.6,7.67,-53.4,13.93,5.51,1.476,1.03
21L101260,10/29/2022,10:30:00,TuleRed_Breach,1.03,93.9,9.01,19949.6,25.21,7.65,-52.4,13.925,5.51,1.477,1.031
21L101260,10/29/2022,10:45:00,TuleRed_Breach,1.03,94.7,9.07,19921.7,26.73,7.7,-54.7,13.98,5.51,1.477,1.032
21L101260,10/29/2022,11:00:00,TuleRed_Breach,1.027,93.4,8.95,19962.8,25.75,7.59,-48.6,13.971,5.51,1.473,1.029
21L101260,10/29/2022,11:15:00,TuleRed_Breach,1.026,94.9,9.07,19931,16.66,7.67,-53.4,14.076,5.51,1.472,1.028
21L101260,10/29/2022,11:30:00,TuleRed_Breach,1.026,96.5,9.19,19925.1,14.31,7.73,-56.8,14.254,5.51,1.472,1.029
21L101260,10/29/2022,11:45:00,TuleRed_Breach,1.025,96.7,9.19,19927.9,14.52,7.74,-57.4,14.352,5.51,1.469,1.025
21L101260,10/29/2022,12:00:00,TuleRed_Breach,1.027,97.8,9.24,19915,14.61,7.77,-58.7,14.597,5.51,1.473,1.03
21L101260,10/29/2022,12:15:00,TuleRed_Breach,1.035,98.6,9.27,19867.2,15.43,7.77,-58.9,14.843,5.51,1.485,1.035
21L101260,10/29/2022,12:30:00,TuleRed_Breach,1.043,98.4,9.29,19816.2,15.46,7.81,-61,14.712,5.51,1.495,1.044
21L101260,10/29/2022,12:45:00,TuleRed_Breach,1.051,101.4,9.46,19586.8,41.97,7.88,-65.1,15.255,5.51,1.507,1.052
21L101260,10/29/2022,13:00:00,TuleRed_Breach,1.05,101.8,9.4,19466.7,48.9,7.9,-66.3,15.789,5.51,1.505,1.055
21L101260,10/29/2022,13:15:00,TuleRed_Breach,1.047,101.9,9.37,19434,44.94,7.91,-66.9,16.009,5.51,1.501,1.046
21L101260,10/29/2022,13:30:00,TuleRed_Breach,1.06,102,9.35,19402.3,43.19,7.92,-67.3,16.219,5.51,1.52,1.058
21L101260,10/29/2022,13:45:00,TuleRed_Breach,1.071,102.2,9.33,19355.1,44.08,7.92,-67.7,16.375,5.51,1.535,1.072
21L101260,10/29/2022,14:00:00,TuleRed_Breach,1.062,102.3,9.32,19387.5,46.51,7.93,-68.1,16.438,5.51,1.521,1.068
21L101260,10/29/2022,14:15:00,TuleRed_Breach,1.076,102.6,9.34,19376.1,43.15,7.94,-68.6,16.484,5.52,1.542,1.078
21L101260,10/29/2022,14:30:00,TuleRed_Breach,1.078,102.8,9.37,19347.3,40.23,7.95,-69,16.493,5.51,1.545,1.08
21L101260,10/29/2022,14:45:00,TuleRed_Breach,1.095,103.2,9.39,19432.4,41.02,7.95,-69.5,16.535,5.52,1.57,1.097
21L101260,10/29/2022,15:00:00,TuleRed_Breach,1.11,103.4,9.4,19451.6,41.83,7.96,-69.7,16.579,5.52,1.59,1.111
21L101260,10/29/2022,15:15:00,TuleRed_Breach,1.12,103.3,9.39,19481.3,47.73,7.96,-69.6,16.584,5.51,1.605,1.121
21L101260,10/29/2022,15:30:00,TuleRed_Breach,1.123,103.3,9.38,19504.1,48.59,7.96,-69.6,16.583,5.51,1.61,1.124
21L101260,10/29/2022,15:45:00,TuleRed_Breach,1.142,103.1,9.35,19512.1,44.96,7.95,-69.2,16.636,5.51,1.637,1.129
21L101260,10/29/2022,16:00:00,TuleRed_Breach,1.124,102.6,9.3,19476.2,38.37,7.94,-68.6,16.708,5.51,1.612,1.123
21L101260,10/29/2022,16:15:00,TuleRed_Breach,1.124,102.6,9.3,19433.1,31.84,7.94,-68.6,16.745,5.51,1.611,1.128
21L101260,10/29/2022,16:30:00,TuleRed_Breach,1.133,102.3,9.25,19349.5,28.95,7.93,-68,16.849,5.52,1.624,1.134
21L101260,10/29/2022,16:45:00,TuleRed_Breach,1.119,102.1,9.23,19286.7,24.87,7.92,-67.7,16.905,5.51,1.604,1.114
21L101260,10/29/2022,17:00:00,TuleRed_Breach,1.106,102,9.22,19250.4,17.16,7.92,-67.5,16.917,5.51,1.585,1.103
21L101260,10/29/2022,17:15:00,TuleRed_Breach,1.107,102,9.22,19225.6,15.77,7.92,-67.5,16.91,5.52,1.586,1.097
21L101260,10/29/2022,17:30:00,TuleRed_Breach,1.069,101.9,9.2,19216.7,13.1,7.92,-67.5,16.899,5.52,1.532,1.067
21L101260,10/29/2022,17:45:00,TuleRed_Breach,1.056,101.8,9.21,19217.7,12.27,7.92,-67.5,16.887,5.51,1.513,1.057
21L101260,10/29/2022,18:00:00,TuleRed_Breach,1.052,101.4,9.17,19229,11.28,7.91,-67.2,16.846,5.51,1.508,1.051
21L101260,10/29/2022,18:15:00,TuleRed_Breach,1.057,101,9.14,19239.8,11.55,7.91,-66.9,16.817,5.51,1.515,1.057
21L101260,10/29/2022,18:30:00,TuleRed_Breach,1.07,100.7,9.12,19248.1,15.29,7.9,-66.6,16.794,5.51,1.534,1.072
21L101260,10/29/2022,18:45:00,TuleRed_Breach,1.065,100.3,9.09,19270.5,26.87,7.89,-66.2,16.755,5.51,1.526,1.067
21L101260,10/29/2022,19:00:00,TuleRed_Breach,1.067,99.5,9.03,19304.7,52.43,7.88,-65.3,16.682,5.51,1.529,1.066
21L101260,10/29/2022,19:15:00,TuleRed_Breach,1.056,98.6,8.96,19388.9,59.74,7.86,-64.3,16.615,5.51,1.514,1.064
21L101260,10/29/2022,19:30:00,TuleRed_Breach,1.062,97.4,8.86,19427.6,70.65,7.83,-62.6,16.517,5.51,1.522,1.065
21L101260,10/29/2022,19:45:00,TuleRed_Breach,1.059,95,8.67,19500.4,72.64,7.75,-58.2,16.362,5.51,1.518,1.055
21L101260,10/29/2022,20:00:00,TuleRed_Breach,1.073,93.3,8.53,19589,70.13,7.68,-54,16.229,5.51,1.538,1.082
21L101260,10/29/2022,20:15:00,TuleRed_Breach,1.055,92.4,8.47,19647.4,63.81,7.64,-51.8,16.153,5.51,1.512,1.053
21L101260,10/29/2022,20:30:00,TuleRed_Breach,1.029,91.6,8.41,19698.4,47.49,7.6,-49.7,16.059,5.51,1.475,1.035
21L101260,10/29/2022,20:45:00,TuleRed_Breach,1.013,91,8.36,19742.3,39.93,7.57,-47.9,15.981,5.51,1.453,1.017
21L101260,10/29/2022,21:00:00,TuleRed_Breach,1.009,90.2,8.3,19800,34.99,7.54,-46.2,15.91,5.51,1.447,1.006
21L101260,10/29/2022,21:15:00,TuleRed_Breach,1.006,89.6,8.25,19845.3,30.24,7.52,-44.9,15.846,5.51,1.443,1.012
21L101260,10/29/2022,21:30:00,TuleRed_Breach,1.007,88.9,8.2,19877.7,23.74,7.49,-43.5,15.776,5.51,1.444,1.002
21L101260,10/29/2022,21:45:00,TuleRed_Breach,0.999,88.5,8.18,19929.2,23.37,7.47,-42.4,15.716,5.51,1.432,1.001
21L101260,10/29/2022,22:00:00,TuleRed_Breach,0.99,88.2,8.15,19967.7,20.66,7.45,-41.4,15.659,5.51,1.419,0.995
21L101260,10/29/2022,22:15:00,TuleRed_Breach,0.988,87.7,8.11,20011.2,19.04,7.43,-40.3,15.606,5.52,1.417,0.989
21L101260,10/29/2022,22:30:00,TuleRed_Breach,0.982,87.2,8.08,20042.3,17.32,7.42,-39.5,15.552,5.51,1.409,0.985
21L101260,10/29/2022,22:45:00,TuleRed_Breach,0.978,86.8,8.05,20057.4,15.83,7.4,-38.4,15.497,5.51,1.402,0.98
21L101260,10/29/2022,23:00:00,TuleRed_Breach,0.973,86.6,8.04,20124.1,14.64,7.39,-37.8,15.45,5.51,1.396,0.977
21L101260,10/29/2022,23:15:00,TuleRed_Breach,0.955,86.3,8.01,20166,14.7,7.37,-36.9,15.41,5.51,1.37,0.956
21L101260,10/29/2022,23:30:00,TuleRed_Breach,0.951,86,7.99,20219.3,15.18,7.36,-36.2,15.364,5.51,1.364,0.951
21L101260,10/29/2022,23:45:00,TuleRed_Breach,0.943,85.9,7.99,20259.9,15.29,7.35,-35.6,15.324,5.51,1.353,0.944
21L101260,10/30/2022,0:00:00,TuleRed_Breach,0.937,85.7,7.97,20269.3,15.45,7.33,-34.7,15.286,5.51,1.344,0.939
21L101260,10/30/2022,0:15:00,TuleRed_Breach,0.931,85.7,7.98,20307.5,15.23,7.32,-34.3,15.242,5.51,1.335,0.935
21L101260,10/30/2022,0:30:00,TuleRed_Breach,0.93,85.7,7.99,20330.1,16.09,7.32,-34,15.207,5.5,1.333,0.934
21L101260,10/30/2022,0:45:00,TuleRed_Breach,0.923,85.9,8.01,20361.6,15.44,7.31,-33.6,15.17,5.51,1.324,0.925
21L101260,10/30/2022,1:00:00,TuleRed_Breach,0.921,86,8.02,20403.2,15.34,7.3,-32.8,15.143,5.51,1.321,0.922
21L101260,10/30/2022,1:15:00,TuleRed_Breach,0.917,85.8,8.01,20426.1,16.06,7.28,-32,15.131,5.51,1.315,0.918
21L101260,10/30/2022,1:30:00,TuleRed_Breach,0.915,84.9,7.93,20448.6,17.02,7.26,-30.5,15.107,5.51,1.313,0.918
21L101260,10/30/2022,1:45:00,TuleRed_Breach,0.914,85.1,7.95,20464.5,16.4,7.25,-29.9,15.089,5.51,1.311,0.916
21L101260,10/30/2022,2:00:00,TuleRed_Breach,0.913,84.7,7.9,20480.5,17.78,7.22,-28.6,15.074,5.5,1.309,0.913
21L101260,10/30/2022,2:15:00,TuleRed_Breach,0.911,84.1,7.86,20484,18.25,7.21,-27.9,15.058,5.51,1.307,0.913
21L101260,10/30/2022,2:30:00,TuleRed_Breach,0.912,84.5,7.89,20490.7,18.05,7.21,-27.8,15.041,5.51,1.308,0.915
21L101260,10/30/2022,2:45:00,TuleRed_Breach,0.914,84.8,7.93,20499.2,15.19,7.22,-28.7,14.978,5.51,1.312,0.917
21L101260,10/30/2022,3:00:00,TuleRed_Breach,0.918,85.2,7.98,20485.8,15.78,7.23,-29.2,14.927,5.5,1.317,0.919
21L101260,10/30/2022,3:15:00,TuleRed_Breach,0.967,84.5,7.92,20502.2,17.48,7.24,-29.3,14.916,5.51,1.386,0.968
21L101260,10/30/2022,3:30:00,TuleRed_Breach,0.989,88.8,8.37,20288.9,38.5,7.39,-37.6,14.675,5.51,1.418,0.995
21L101260,10/30/2022,3:45:00,TuleRed_Breach,1.001,96.6,9.11,19610,165.53,7.81,-61.3,14.756,5.51,1.435,1
21L101260,10/30/2022,4:00:00,TuleRed_Breach,1.008,97.3,9.13,19509.1,161.85,7.87,-64.8,14.994,5.51,1.445,1.009
21L101260,10/30/2022,4:15:00,TuleRed_Breach,1.009,97.3,9.15,19494.2,120.31,7.89,-65.6,14.968,5.51,1.447,1.011
21L101260,10/30/2022,4:30:00,TuleRed_Breach,1.007,97.3,9.13,19473,106.8,7.9,-66,15.022,5.5,1.444,1.015
21L101260,10/30/2022,4:45:00,TuleRed_Breach,1.012,97.4,9.15,19457.5,88.12,7.9,-66.2,14.983,5.5,1.451,1.018
21L101260,10/30/2022,5:00:00,TuleRed_Breach,1.016,97.4,9.18,19424,76.4,7.91,-66.5,14.837,5.51,1.457,1.021
21L101260,10/30/2022,5:15:00,TuleRed_Breach,1.014,97.4,9.22,19457.2,58.2,7.91,-66.8,14.63,5.5,1.454,1.017
21L101260,10/30/2022,5:30:00,TuleRed_Breach,1.016,97.4,9.22,19435.2,51.91,7.91,-66.8,14.626,5.5,1.457,1.019
21L101260,10/30/2022,5:45:00,TuleRed_Breach,1.017,97.3,9.18,19429.1,53.25,7.91,-66.7,14.762,5.51,1.458,1.02
21L101260,10/30/2022,6:00:00,TuleRed_Breach,1.018,96.8,9.15,19439.7,46.53,7.9,-66.3,14.719,5.51,1.459,1.02
21L101260,10/30/2022,6:15:00,TuleRed_Breach,1.021,97.2,9.18,19417,45.04,7.91,-66.8,14.738,5.5,1.464,1.023
21L101260,10/30/2022,6:30:00,TuleRed_Breach,1.023,97.1,9.17,19407.7,44.01,7.91,-66.8,14.763,5.51,1.467,1.025
21L101260,10/30/2022,6:45:00,TuleRed_Breach,1.019,97,9.17,19402.7,40.9,7.91,-66.7,14.711,5.51,1.461,1.02
21L101260,10/30/2022,7:00:00,TuleRed_Breach,1.021,96.9,9.17,19397.2,36.29,7.91,-66.7,14.673,5.5,1.463,1.024
21L101260,10/30/2022,7:15:00,TuleRed_Breach,1.019,96.8,9.18,19351.3,35.85,7.91,-66.6,14.586,5.5,1.461,1.023
21L101260,10/30/2022,7:30:00,TuleRed_Breach,1.02,96.4,9.14,19318.3,31.89,7.9,-66.2,14.54,5.51,1.462,1.023
21L101260,10/30/2022,7:45:00,TuleRed_Breach,1.02,96.3,9.14,19352.2,28.99,7.9,-66.2,14.491,5.5,1.462,1.021
21L101260,10/30/2022,8:00:00,TuleRed_Breach,1.02,96.3,9.14,19285.8,29.11,7.9,-66.2,14.49,5.5,1.462,1.023
21L101260,10/30/2022,8:15:00,TuleRed_Breach,1.021,96.2,9.13,19316.3,28.66,7.9,-66,14.499,5.5,1.463,1.022
21L101260,10/30/2022,8:30:00,TuleRed_Breach,1.02,96.2,9.13,19323.9,28.22,7.9,-66,14.491,5.5,1.463,1.022
21L101260,10/30/2022,8:45:00,TuleRed_Breach,1.017,96.2,9.14,19354.3,27.53,7.9,-66,14.48,5.5,1.459,1.02
21L101260,10/30/2022,9:00:00,TuleRed_Breach,1.02,96.2,9.14,19360.1,22.37,7.88,-65.1,14.482,5.51,1.463,1.021
21L101260,10/30/2022,9:15:00,TuleRed_Breach,1.021,95.3,9.04,19376.1,23.26,7.83,-62.2,14.537,5.51,1.464,1.019
21L101260,10/30/2022,9:30:00,TuleRed_Breach,1.02,95.7,9.08,19411.9,21.46,7.85,-63.3,14.534,5.5,1.463,1.022
21L101260,10/30/2022,9:45:00,TuleRed_Breach,1.013,95.2,9.02,19427.3,23.52,7.82,-61.9,14.557,5.51,1.453,1.016
21L101260,10/30/2022,10:00:00,TuleRed_Breach,1.01,96.8,9.17,19419,17.89,7.88,-65,14.627,5.51,1.448,1.011
21L101260,10/30/2022,10:15:00,TuleRed_Breach,1.007,96.4,9.12,19448.2,20.33,7.84,-62.8,14.652,5.5,1.444,1.009
21L101260,10/30/2022,10:30:00,TuleRed_Breach,1.004,96.2,9.09,19436.1,18.05,7.81,-61.4,14.718,5.51,1.44,1.009
21L101260,10/30/2022,10:45:00,TuleRed_Breach,1.002,96,9.06,19452.7,17.24,7.78,-59.6,14.734,5.5,1.436,1.004
21L101260,10/30/2022,11:00:00,TuleRed_Breach,1,96.2,9.07,19470,18.16,7.78,-59.7,14.805,5.5,1.434,1.003
21L101260,10/30/2022,11:15:00,TuleRed_Breach,1,96.2,9.05,19490.3,17.87,7.77,-59,14.884,5.5,1.434,1.004
21L101260,10/30/2022,11:30:00,TuleRed_Breach,0.992,95.9,9.02,19519.4,16.99,7.72,-56.5,14.918,5.5,1.422,0.995
21L101260,10/30/2022,11:45:00,TuleRed_Breach,0.987,95.5,8.97,19514.7,16.71,7.67,-53.7,14.975,5.51,1.415,0.99
21L101260,10/30/2022,12:00:00,TuleRed_Breach,0.986,95.8,9,19531.9,15.99,7.68,-54.2,14.973,5.5,1.414,0.99
21L101260,10/30/2022,12:15:00,TuleRed_Breach,0.985,97.4,9.12,19511.6,13.79,7.79,-60,15.132,5.51,1.412,0.988
21L101260,10/30/2022,12:30:00,TuleRed_Breach,0.984,98.8,9.21,19504.4,14.92,7.8,-60.9,15.355,5.51,1.411,0.986
21L101260,10/30/2022,12:45:00,TuleRed_Breach,0.983,99.1,9.23,19498.3,14.08,7.83,-62.3,15.41,5.5,1.409,0.986
21L101260,10/30/2022,13:00:00,TuleRed_Breach,0.984,99.3,9.23,19514.7,13.51,7.84,-63.2,15.469,5.5,1.411,0.986
21L101260,10/30/2022,13:15:00,TuleRed_Breach,0.987,99.9,9.21,19532.3,12.99,7.82,-62.1,15.868,5.5,1.415,0.989
21L101260,10/30/2022,13:30:00,TuleRed_Breach,0.991,100.9,9.27,19455.6,13.11,7.86,-64.2,16.012,5.51,1.42,0.992
21L101260,10/30/2022,13:45:00,TuleRed_Breach,0.991,102.9,9.39,19402.9,22.23,7.9,-66.5,16.375,5.5,1.421,0.996
21L101260,10/30/2022,14:00:00,TuleRed_Breach,0.998,103.6,9.43,19346,31.14,7.93,-68,16.5,5.51,1.431,1.004
21L101260,10/30/2022,14:15:00,TuleRed_Breach,1,104.7,9.45,19355.7,37.33,7.94,-68.9,16.944,5.51,1.433,0.999
21L101260,10/30/2022,14:30:00,TuleRed_Breach,1.007,105.6,9.45,19234.8,35.6,7.95,-69.6,17.381,5.51,1.443,1.009
21L101260,10/30/2022,14:45:00,TuleRed_Breach,1.006,105.6,9.41,19230.8,33.28,7.95,-69.6,17.611,5.51,1.441,1.006
21L101260,10/30/2022,15:00:00,TuleRed_Breach,1.019,105.9,9.4,19261.8,29.79,7.95,-69.6,17.813,5.51,1.46,1.017
21L101260,10/30/2022,15:15:00,TuleRed_Breach,1.031,106.2,9.39,19177.2,26.67,7.95,-69.7,17.959,5.51,1.477,1.029
21L101260,10/30/2022,15:30:00,TuleRed_Breach,1.023,106.3,9.39,19214.7,27.1,7.95,-69.6,18.055,5.51,1.465,1.023
21L101260,10/30/2022,15:45:00,TuleRed_Breach,1.03,105.9,9.42,19238.4,26.35,7.96,-70.1,17.678,5.51,1.476,1.031
21L101260,10/30/2022,16:00:00,TuleRed_Breach,1.042,105.1,9.38,19234,27.23,7.96,-69.8,17.491,5.51,1.493,1.041
21L101260,10/30/2022,16:15:00,TuleRed_Breach,1.053,104,9.33,19254.8,34,7.95,-69.4,17.27,5.51,1.508,1.062
21L101260,10/30/2022,16:30:00,TuleRed_Breach,1.06,103,9.27,19272.2,40.96,7.94,-68.8,17.114,5.51,1.519,1.065
21L101260,10/30/2022,16:45:00,TuleRed_Breach,1.061,103.7,9.27,19366.2,40.55,7.94,-68.8,17.405,5.51,1.52,1.061
21L101260,10/30/2022,17:00:00,TuleRed_Breach,1.069,103.5,9.24,19409.5,34.68,7.93,-68.3,17.484,5.5,1.532,1.07
21L101260,10/30/2022,17:15:00,TuleRed_Breach,1.068,103.4,9.22,19462.6,26.55,7.92,-68,17.54,5.51,1.53,1.067
21L101260,10/30/2022,17:30:00,TuleRed_Breach,1.065,103.3,9.21,19461.8,19.7,7.92,-67.9,17.535,5.51,1.526,1.061
21L101260,10/30/2022,17:45:00,TuleRed_Breach,1.054,103.2,9.2,19462.4,17.07,7.92,-67.8,17.519,5.51,1.511,1.048
21L101260,10/30/2022,18:00:00,TuleRed_Breach,1.041,103.1,9.19,19465.8,13.07,7.92,-67.6,17.505,5.51,1.491,1.049
21L101260,10/30/2022,18:15:00,TuleRed_Breach,1.026,102.9,9.19,19432.8,11.42,7.92,-67.5,17.481,5.51,1.47,1.026
21L101260,10/30/2022,18:30:00,TuleRed_Breach,1.015,102.9,9.19,19439,10.77,7.92,-67.6,17.469,5.51,1.455,1.013
21L101260,10/30/2022,18:45:00,TuleRed_Breach,0.997,102.7,9.17,19409.9,10.79,7.92,-67.5,17.452,5.51,1.429,1
21L101260,10/30/2022,19:00:00,TuleRed_Breach,1.007,102.3,9.14,19390.2,11.19,7.91,-67.2,17.442,5.51,1.443,1.01
21L101260,10/30/2022,19:15:00,TuleRed_Breach,1.015,101.8,9.1,19410.3,12.91,7.9,-66.8,17.415,5.51,1.455,1.011
21L101260,10/30/2022,19:30:00,TuleRed_Breach,1.017,101.2,9.04,19449.2,15.14,7.89,-66.2,17.379,5.51,1.458,1.021
21L101260,10/30/2022,19:45:00,TuleRed_Breach,1.009,100.4,8.99,19451.8,24.25,7.88,-65.5,17.337,5.51,1.446,1.01
21L101260,10/30/2022,20:00:00,TuleRed_Breach,1.013,99.7,8.93,19441,32.42,7.87,-64.8,17.284,5.51,1.452,1.008
21L101260,10/30/2022,20:15:00,TuleRed_Breach,1.01,98.5,8.84,19424.9,42.2,7.84,-63.5,17.202,5.51,1.448,1.014
21L101260,10/30/2022,20:30:00,TuleRed_Breach,1.019,96.8,8.71,19396.9,48.67,7.81,-61.3,17.099,5.51,1.46,1.015
21L101260,10/30/2022,20:45:00,TuleRed_Breach,1.011,94.5,8.52,19446.6,47.72,7.73,-57,16.979,5.51,1.449,1.005
21L101260,10/30/2022,21:00:00,TuleRed_Breach,1.016,92.6,8.36,19496.9,42.78,7.66,-53,16.868,5.5,1.456,1.014
21L101260,10/30/2022,21:15:00,TuleRed_Breach,0.987,91,8.24,19547,37.7,7.59,-49.4,16.75,5.51,1.415,0.987
21L101260,10/30/2022,21:30:00,TuleRed_Breach,0.973,90.2,8.18,19576.1,31.85,7.56,-47.6,16.648,5.51,1.394,0.975
21L101260,10/30/2022,21:45:00,TuleRed_Breach,0.981,89.4,8.13,19611.1,28.92,7.53,-46,16.556,5.51,1.406,0.978
21L101260,10/30/2022,22:00:00,TuleRed_Breach,0.97,88.6,8.06,19648.1,25,7.51,-44.6,16.47,5.51,1.39,0.976
21L101260,10/30/2022,22:15:00,TuleRed_Breach,0.96,87.8,8.01,19680.1,22.74,7.48,-43.2,16.391,5.5,1.376,0.96
21L101260,10/30/2022,22:30:00,TuleRed_Breach,0.961,87.4,7.97,19728.9,20.62,7.46,-42.1,16.329,5.5,1.378,0.964
21L101260,10/30/2022,22:45:00,TuleRed_Breach,0.951,86.8,7.93,19763.8,19.19,7.44,-40.8,16.269,5.5,1.363,0.95
21L101260,10/30/2022,23:00:00,TuleRed_Breach,0.95,86.2,7.88,19819.1,17.91,7.41,-39.3,16.19,5.51,1.362,0.953
21L101260,10/30/2022,23:15:00,TuleRed_Breach,0.946,85.6,7.84,19862.8,17.5,7.39,-38.1,16.126,5.51,1.356,0.945
21L101260,10/30/2022,23:30:00,TuleRed_Breach,0.936,85.1,7.8,19895.5,14.97,7.37,-37,16.063,5.5,1.342,0.938
21L101260,10/30/2022,23:45:00,TuleRed_Breach,0.933,84.8,7.78,19942.8,14.04,7.36,-36.3,16.012,5.51,1.338,0.936
21L101260,10/31/2022,0:00:00,TuleRed_Breach,0.935,84.4,7.75,19940.9,13.58,7.35,-35.9,15.987,5.51,1.34,0.938
21L101260,10/31/2022,0:15:00,TuleRed_Breach,0.923,84.1,7.74,19988.9,12.71,7.34,-35.1,15.913,5.5,1.324,0.927
21L101260,10/31/2022,0:30:00,TuleRed_Breach,0.913,83.9,7.72,20016.1,12.51,7.32,-34,15.873,5.51,1.309,0.913
21L101260,10/31/2022,0:45:00,TuleRed_Breach,0.897,83.8,7.72,20020.9,13.11,7.31,-33.3,15.812,5.51,1.287,0.898
21L101260,10/31/2022,1:00:00,TuleRed_Breach,0.892,83.8,7.73,20064.9,12.1,7.3,-32.7,15.745,5.5,1.28,0.893
21L101260,10/31/2022,1:15:00,TuleRed_Breach,0.887,83.9,7.75,20057,12.16,7.29,-32.3,15.695,5.5,1.272,0.891
21L101260,10/31/2022,1:30:00,TuleRed_Breach,0.884,83.8,7.75,20123.2,11.64,7.28,-31.6,15.644,5.51,1.268,0.884
21L101260,10/31/2022,1:45:00,TuleRed_Breach,0.881,83.4,7.72,20197.9,13.1,7.25,-30.1,15.599,5.51,1.264,0.884
21L101260,10/31/2022,2:00:00,TuleRed_Breach,0.88,82.8,7.67,20204.5,17.5,7.22,-28.6,15.551,5.5,1.263,0.88
21L101260,10/31/2022,2:15:00,TuleRed_Breach,0.876,83.1,7.7,20223.1,14.59,7.22,-28.6,15.507,5.51,1.257,0.875
21L101260,10/31/2022,2:30:00,TuleRed_Breach,0.876,82.8,7.67,20242.4,15.82,7.21,-27.9,15.473,5.51,1.256,0.876
