Sonde,Date (MM/DD/YYYY),Time (HH:mm:ss),Site Name,Depth_m,DO_sat,DO_mgL,SPC,Turb_FNU,ph,ph_mv,TempC,Battery_V,Pressure_psi,VertPosit_m
21L101262,4/14/2022,12:00:00,TuleRed_Breach,2.097,96.2,9.65,9211.2,235.13,7.79,-57.9,13.757,5.9,,
21L101262,4/14/2022,12:15:00,TuleRed_Breach,2.137,96.3,9.64,9194.7,222.9,7.79,-58,13.838,5.9,,
21L101262,4/14/2022,12:30:00,TuleRed_Breach,2.165,96.2,9.62,9159,209.87,7.79,-58,13.931,5.9,,
21L101262,4/14/2022,12:45:00,TuleRed_Breach,2.19,96.2,9.59,9170.7,201.07,7.79,-58,14.032,5.89,,
21L101262,4/14/2022,13:00:00,TuleRed_Breach,2.208,96.2,9.59,9097.1,211.24,7.78,-57.9,14.085,5.9,,
21L101262,4/14/2022,13:15:00,TuleRed_Breach,2.212,96.4,9.59,9094.6,211.68,7.78,-57.9,14.152,5.9,,
21L101262,4/14/2022,13:30:00,TuleRed_Breach,2.218,96.5,9.58,9194.2,205.78,7.78,-57.8,14.257,5.9,,
21L101262,4/14/2022,13:45:00,TuleRed_Breach,2.213,96.7,9.58,9133.9,202.43,7.78,-57.7,14.347,5.9,,
21L101262,4/14/2022,14:00:00,TuleRed_Breach,2.195,96.8,9.58,9138.3,199.49,7.78,-57.9,14.412,5.89,,
21L101262,4/14/2022,14:15:00,TuleRed_Breach,2.16,96.6,9.55,9312.6,189.33,7.78,-57.9,14.409,5.9,,
21L101262,4/14/2022,14:30:00,TuleRed_Breach,2.113,97.1,9.59,9140.7,177.15,7.79,-58,14.495,5.89,,
21L101262,4/14/2022,14:45:00,TuleRed_Breach,2.063,97.7,9.61,9166.2,142.69,7.79,-58.2,14.674,5.9,,
21L101262,4/14/2022,15:00:00,TuleRed_Breach,2.008,97.7,9.62,8920.9,137.27,7.79,-58.2,14.638,5.9,,
21L101262,4/14/2022,15:15:00,TuleRed_Breach,1.925,97.7,9.64,8916.3,138.18,7.79,-58.3,14.608,5.9,,
21L101262,4/14/2022,15:30:00,TuleRed_Breach,1.855,97.7,9.65,8906.9,142.58,7.79,-58.3,14.519,5.9,,
21L101262,4/14/2022,15:45:00,TuleRed_Breach,1.775,97.3,9.64,8933,143.32,7.78,-57.9,14.384,5.89,,
21L101262,4/14/2022,16:00:00,TuleRed_Breach,1.681,97.3,9.65,8967.4,140.31,7.78,-57.6,14.345,5.9,,
21L101262,4/14/2022,16:15:00,TuleRed_Breach,1.603,97.2,9.65,9014.7,130.57,7.77,-57,14.287,5.9,,
21L101262,4/14/2022,16:30:00,TuleRed_Breach,1.544,96.9,9.64,9039.4,119.71,7.75,-56,14.201,5.89,,
21L101262,4/14/2022,16:45:00,TuleRed_Breach,1.476,96.8,9.63,9111.2,112.7,7.73,-54.8,14.179,5.9,,
21L101262,4/14/2022,17:00:00,TuleRed_Breach,1.425,96.3,9.57,9291.1,107.95,7.68,-52.1,14.196,5.89,,
21L101262,4/14/2022,17:15:00,TuleRed_Breach,1.368,95.8,9.51,9446.6,100.07,7.63,-49.5,14.229,5.89,,
21L101262,4/14/2022,17:30:00,TuleRed_Breach,1.307,95.3,9.45,9595.6,95.67,7.59,-47.4,14.251,5.9,,
21L101262,4/14/2022,17:45:00,TuleRed_Breach,1.254,94.8,9.39,9729.5,91.76,7.55,-45.1,14.264,5.89,,
21L101262,4/14/2022,18:00:00,TuleRed_Breach,1.201,94.1,9.32,9831.9,89.25,7.51,-43.2,14.26,5.89,,
21L101262,4/14/2022,18:15:00,TuleRed_Breach,1.146,93.5,9.26,9893.2,86.35,7.48,-41.4,14.253,5.89,,
21L101262,4/14/2022,18:30:00,TuleRed_Breach,1.105,92.8,9.19,10014.4,83.54,7.45,-39.7,14.245,5.89,,
21L101262,4/14/2022,18:45:00,TuleRed_Breach,1.08,92.3,9.14,10114.5,82.22,7.43,-38.6,14.233,5.89,,
21L101262,4/14/2022,19:00:00,TuleRed_Breach,1.054,92,9.1,10233.4,77.9,7.41,-37.8,14.232,5.9,,
21L101262,4/14/2022,19:15:00,TuleRed_Breach,1.021,91.6,9.06,10342.9,75.41,7.4,-36.8,14.232,5.89,,
21L101262,4/14/2022,19:30:00,TuleRed_Breach,0.993,91.3,9.03,10449.9,71.55,7.38,-36,14.225,5.89,,
21L101262,4/14/2022,19:45:00,TuleRed_Breach,0.969,90.9,8.99,10572.5,70.93,7.37,-35.3,14.214,5.9,,
21L101262,4/14/2022,20:00:00,TuleRed_Breach,0.948,90.4,8.94,10586.2,67.07,7.34,-33.8,14.209,5.89,,
21L101262,4/14/2022,20:15:00,TuleRed_Breach,0.937,90.1,8.91,10702.5,64.76,7.33,-33.2,14.2,5.89,,
21L101262,4/14/2022,20:30:00,TuleRed_Breach,0.931,89.8,8.88,10698.5,64.27,7.32,-32.7,14.186,5.89,,
21L101262,4/14/2022,20:45:00,TuleRed_Breach,0.938,89.7,8.87,10703.4,78.7,7.33,-33,14.157,5.89,,
21L101262,4/14/2022,21:00:00,TuleRed_Breach,0.958,89.8,8.89,10690.8,70.98,7.33,-33.4,14.135,5.89,,
21L101262,4/14/2022,21:15:00,TuleRed_Breach,1,91.1,9.06,10562.4,67.56,7.42,-38.1,13.973,5.89,,
21L101262,4/14/2022,21:30:00,TuleRed_Breach,1.072,92.5,9.22,10267.3,117.27,7.56,-45.8,13.871,5.89,,
21L101262,4/14/2022,21:45:00,TuleRed_Breach,1.175,95.1,9.45,9360.2,329.88,7.77,-57,14.174,5.89,,
21L101262,4/14/2022,22:00:00,TuleRed_Breach,1.292,95,9.43,10209.1,327.68,7.75,-56.3,14.09,5.89,,
21L101262,4/14/2022,22:15:00,TuleRed_Breach,1.411,95.3,9.42,11165.2,278.41,7.75,-55.8,14.071,5.89,,
21L101262,4/14/2022,22:30:00,TuleRed_Breach,1.515,95.3,9.42,11482.3,242.28,7.75,-56.1,14.045,5.88,,
21L101262,4/14/2022,22:45:00,TuleRed_Breach,1.602,95.1,9.42,11311.5,222.73,7.75,-56.3,14.019,5.89,,
21L101262,4/14/2022,23:00:00,TuleRed_Breach,1.693,95,9.41,10774.8,186.58,7.78,-57.4,14.064,5.89,,
21L101262,4/14/2022,23:15:00,TuleRed_Breach,1.779,95.1,9.42,10830.2,171.74,7.77,-57.3,14.082,5.88,,
21L101262,4/14/2022,23:30:00,TuleRed_Breach,1.861,95.1,9.41,10863.5,162.29,7.78,-57.6,14.111,5.89,,
21L101262,4/14/2022,23:45:00,TuleRed_Breach,1.93,95.2,9.42,10976.7,155.48,7.78,-57.7,14.123,5.88,,
21L101262,4/15/2022,0:00:00,TuleRed_Breach,1.986,95.3,9.42,11013.8,148.98,7.78,-57.9,14.122,5.89,,
21L101262,4/15/2022,0:15:00,TuleRed_Breach,2.042,95.3,9.42,10859.4,138.65,7.79,-58.3,14.131,5.89,,
21L101262,4/15/2022,0:30:00,TuleRed_Breach,2.092,95.3,9.43,10739.4,127.36,7.8,-58.5,14.111,5.88,,
21L101262,4/15/2022,0:45:00,TuleRed_Breach,2.136,95.3,9.44,10827.9,121.81,7.8,-58.6,14.086,5.88,,
21L101262,4/15/2022,1:00:00,TuleRed_Breach,2.173,95.4,9.45,10799,122.39,7.8,-58.7,14.073,5.88,,
21L101262,4/15/2022,1:15:00,TuleRed_Breach,2.191,95.5,9.45,10728.5,123.34,7.8,-58.8,14.106,5.89,,
21L101262,4/15/2022,1:30:00,TuleRed_Breach,2.21,95.4,9.44,11078.4,127.98,7.79,-58.3,14.116,5.89,,
21L101262,4/15/2022,1:45:00,TuleRed_Breach,2.224,95.4,9.41,11799.7,135.48,7.78,-57.5,14.075,5.88,,
21L101262,4/15/2022,2:00:00,TuleRed_Breach,2.233,95.7,9.38,12878.5,146.74,7.76,-56.8,14.158,5.88,,
21L101262,4/15/2022,2:15:00,TuleRed_Breach,2.223,95.5,9.38,12642.8,154.52,7.77,-57.1,14.103,5.88,,
21L101262,4/15/2022,2:30:00,TuleRed_Breach,2.208,95.5,9.38,12804.6,161.84,7.77,-56.9,14.105,5.88,,
21L101262,4/15/2022,2:45:00,TuleRed_Breach,2.185,94.2,9.25,12892.6,160.56,7.75,-56,14.138,5.89,,
21L101262,4/15/2022,3:00:00,TuleRed_Breach,2.147,95.4,9.38,12548.9,160.5,7.77,-57.1,14.097,5.88,,
21L101262,4/15/2022,3:15:00,TuleRed_Breach,2.098,95.1,9.38,12147.6,144.75,7.77,-57.2,14.014,5.88,,
21L101262,4/15/2022,3:30:00,TuleRed_Breach,2.04,93.9,9.32,11595.3,113.75,7.76,-56.7,13.848,5.88,,
21L101262,4/15/2022,3:45:00,TuleRed_Breach,1.969,94.5,9.39,11249.7,119.47,7.78,-57.7,13.864,5.88,,
21L101262,4/15/2022,4:00:00,TuleRed_Breach,1.886,94.1,9.36,11102.7,131.37,7.78,-57.4,13.81,5.88,,
21L101262,4/15/2022,4:15:00,TuleRed_Breach,1.81,93.6,9.33,11105.1,131.87,7.77,-57,13.758,5.88,,
21L101262,4/15/2022,4:30:00,TuleRed_Breach,1.724,93.1,9.28,11170.2,126.78,7.75,-56.2,13.713,5.88,,
21L101262,4/15/2022,4:45:00,TuleRed_Breach,1.653,92.3,9.21,11241,118.22,7.73,-55,13.654,5.88,,
21L101262,4/15/2022,5:00:00,TuleRed_Breach,1.581,91.5,9.14,11325.1,116.63,7.7,-53.5,13.579,5.88,,
21L101262,4/15/2022,5:15:00,TuleRed_Breach,1.515,90.4,9.05,11354.3,115.89,7.67,-51.7,13.502,5.88,,
21L101262,4/15/2022,5:30:00,TuleRed_Breach,1.447,88.2,8.84,11317.8,108,7.59,-47.2,13.413,5.88,,
21L101262,4/15/2022,5:45:00,TuleRed_Breach,1.382,86.1,8.65,11303.3,98.98,7.51,-43,13.322,5.88,,
21L101262,4/15/2022,6:00:00,TuleRed_Breach,1.325,84.6,8.51,11292.2,91.22,7.46,-40.2,13.236,5.88,,
21L101262,4/15/2022,6:15:00,TuleRed_Breach,1.275,83,8.37,11267.9,86.1,7.42,-37.8,13.143,5.88,,
21L101262,4/15/2022,6:30:00,TuleRed_Breach,1.229,81.9,8.28,11255.4,81.1,7.38,-36,13.061,5.88,,
21L101262,4/15/2022,6:45:00,TuleRed_Breach,1.178,80.8,8.19,11244.2,248.51,7.35,-34.4,12.982,5.88,,
21L101262,4/15/2022,7:00:00,TuleRed_Breach,1.139,79.8,8.1,11242,75.98,7.33,-33,12.906,5.88,,
21L101262,4/15/2022,7:15:00,TuleRed_Breach,1.099,79.4,8.06,11243.4,75.94,7.31,-32.2,12.833,5.87,,
21L101262,4/15/2022,7:30:00,TuleRed_Breach,1.076,78.9,8.03,11239.8,72.55,7.3,-31.3,12.783,5.88,,
21L101262,4/15/2022,7:45:00,TuleRed_Breach,1.055,78.4,7.98,11250.4,83.88,7.28,-30.4,12.751,5.88,,
21L101262,4/15/2022,8:00:00,TuleRed_Breach,1.023,78.1,7.95,11259.6,70.55,7.27,-29.7,12.736,5.87,,
21L101262,4/15/2022,8:15:00,TuleRed_Breach,1.002,78,7.94,11262.5,68.8,7.26,-29.1,12.732,5.88,,
21L101262,4/15/2022,8:30:00,TuleRed_Breach,0.986,77.9,7.93,11278.9,75.5,7.25,-28.7,12.733,5.87,,
21L101262,4/15/2022,8:45:00,TuleRed_Breach,0.979,77.7,7.91,11293.7,69.55,7.24,-28.3,12.756,5.88,,
21L101262,4/15/2022,9:00:00,TuleRed_Breach,0.965,77.9,7.92,11307.3,67.16,7.23,-27.8,12.794,5.88,,
21L101262,4/15/2022,9:15:00,TuleRed_Breach,0.963,78,7.92,11318,80.32,7.23,-27.5,12.857,5.87,,
21L101262,4/15/2022,9:30:00,TuleRed_Breach,0.987,77.6,7.87,11310.9,70.05,7.23,-27.5,12.922,5.88,,
21L101262,4/15/2022,9:45:00,TuleRed_Breach,1.032,79.9,8.05,11321.5,64.22,7.26,-29.1,13.202,5.87,,
21L101262,4/15/2022,10:00:00,TuleRed_Breach,1.12,97.9,9.8,12549,362.9,7.73,-55.1,13.308,5.87,,
21L101262,4/15/2022,10:15:00,TuleRed_Breach,1.217,97.6,9.61,12983.5,366.43,7.75,-55.8,13.931,5.88,,
21L101262,4/15/2022,10:30:00,TuleRed_Breach,1.324,98,9.6,12943.6,332.23,7.75,-56.2,14.194,5.88,,
21L101262,4/15/2022,10:45:00,TuleRed_Breach,1.419,97.9,9.54,13104.8,292.54,7.76,-56.4,14.392,5.87,,
21L101262,4/15/2022,11:00:00,TuleRed_Breach,1.52,97.5,9.48,13179.6,253.65,7.76,-56.8,14.511,5.88,,
21L101262,4/15/2022,11:15:00,TuleRed_Breach,1.619,97.4,9.45,13207.9,226.9,7.77,-57,14.622,5.88,,
21L101262,4/15/2022,11:30:00,TuleRed_Breach,1.703,97.8,9.44,13196.9,217.27,7.77,-57,14.818,5.88,,
21L101262,4/15/2022,11:45:00,TuleRed_Breach,1.783,98.2,9.44,13157.2,232.67,7.77,-57,15.015,5.88,,
21L101262,4/15/2022,12:00:00,TuleRed_Breach,1.857,98.2,9.42,13124.5,225,7.76,-57,15.168,5.88,,
21L101262,4/15/2022,12:15:00,TuleRed_Breach,1.909,98.5,9.42,13118.4,206.22,7.76,-56.9,15.297,5.87,,
21L101262,4/15/2022,12:30:00,TuleRed_Breach,1.964,98.4,9.43,13079.2,164.98,7.76,-57,15.236,5.88,,
21L101262,4/15/2022,12:45:00,TuleRed_Breach,2.012,98.3,9.42,13030.8,139.62,7.76,-56.7,15.246,5.88,,
21L101262,4/15/2022,13:00:00,TuleRed_Breach,2.057,98.3,9.41,12967,116.84,7.76,-56.5,15.293,5.87,,
21L101262,4/15/2022,13:15:00,TuleRed_Breach,2.095,98.6,9.42,12936.8,103.59,7.75,-56.4,15.371,5.87,,
21L101262,4/15/2022,13:30:00,TuleRed_Breach,2.126,99.3,9.44,12935,97.14,7.76,-56.6,15.596,5.87,,
21L101262,4/15/2022,13:45:00,TuleRed_Breach,2.143,99.9,9.44,12961.6,97.65,7.76,-56.7,15.925,5.88,,
21L101262,4/15/2022,14:00:00,TuleRed_Breach,2.154,100.9,9.48,12938.9,87.7,7.76,-57.1,16.207,5.88,,
21L101262,4/15/2022,14:15:00,TuleRed_Breach,2.154,101.3,9.46,13006.4,80.64,7.76,-57.1,16.436,5.87,,
21L101262,4/15/2022,14:30:00,TuleRed_Breach,2.144,101.1,9.42,13043.3,93.61,7.76,-57.1,16.571,5.87,,
21L101262,4/15/2022,14:45:00,TuleRed_Breach,2.127,99.9,9.29,13037.6,97.15,7.74,-55.8,16.679,5.87,,
21L101262,4/15/2022,15:00:00,TuleRed_Breach,2.093,101.3,9.42,13037.1,122.81,7.76,-57,16.659,5.87,,
21L101262,4/15/2022,15:15:00,TuleRed_Breach,2.041,102.2,9.46,13031.1,90.3,7.77,-57.5,16.877,5.88,,
21L101262,4/15/2022,15:30:00,TuleRed_Breach,1.99,103.4,9.55,12984.1,76.07,7.78,-58.3,17.014,5.87,,
21L101262,4/15/2022,15:45:00,TuleRed_Breach,1.92,103,9.53,12973.4,87.36,7.77,-57.6,16.905,5.88,,
21L101262,4/15/2022,16:00:00,TuleRed_Breach,1.856,102.7,9.51,13009.8,84.43,7.77,-57.5,16.886,5.87,,
21L101262,4/15/2022,16:15:00,TuleRed_Breach,1.775,102.3,9.48,13020.5,91.78,7.77,-57.6,16.845,5.87,,
21L101262,4/15/2022,16:30:00,TuleRed_Breach,1.677,102.2,9.48,13050.4,103.75,7.77,-57.6,16.819,5.88,,
21L101262,4/15/2022,16:45:00,TuleRed_Breach,1.6,102.1,9.46,13110.5,103.11,7.77,-57.5,16.803,5.87,,
21L101262,4/15/2022,17:00:00,TuleRed_Breach,1.527,102.2,9.47,13138.3,94.53,7.77,-57.3,16.811,5.88,,
21L101262,4/15/2022,17:15:00,TuleRed_Breach,1.455,101.8,9.45,13153.2,90.33,7.76,-56.7,16.734,5.88,,
21L101262,4/15/2022,17:30:00,TuleRed_Breach,1.404,101.4,9.42,13130.2,86.3,7.74,-55.9,16.666,5.87,,
21L101262,4/15/2022,17:45:00,TuleRed_Breach,1.355,101.1,9.41,13056.3,83.88,7.72,-54.5,16.64,5.88,,
21L101262,4/15/2022,18:00:00,TuleRed_Breach,1.287,100.7,9.38,12843.5,84.48,7.67,-51.9,16.593,5.87,,
21L101262,4/15/2022,18:15:00,TuleRed_Breach,1.248,100,9.34,12746,80.76,7.61,-48.9,16.514,5.87,,
21L101262,4/15/2022,18:30:00,TuleRed_Breach,1.199,99.1,9.27,12614,77.1,7.56,-46.2,16.474,5.87,,
21L101262,4/15/2022,18:45:00,TuleRed_Breach,1.164,98.3,9.21,12514.7,76.46,7.53,-44.2,16.402,5.87,,
21L101262,4/15/2022,19:00:00,TuleRed_Breach,1.117,97.4,9.14,12427.2,78.06,7.49,-42.3,16.341,5.87,,
21L101262,4/15/2022,19:15:00,TuleRed_Breach,1.081,96.4,9.06,12361,78.08,7.46,-40.6,16.281,5.87,,
21L101262,4/15/2022,19:30:00,TuleRed_Breach,1.045,95.6,8.99,12298.1,75.15,7.43,-39.1,16.223,5.87,,
21L101262,4/15/2022,19:45:00,TuleRed_Breach,1.012,94.8,8.94,12233.5,74.81,7.41,-37.9,16.156,5.87,,
21L101262,4/15/2022,20:00:00,TuleRed_Breach,0.983,93.9,8.87,12119,73.19,7.38,-36,16.095,5.87,,
21L101262,4/15/2022,20:15:00,TuleRed_Breach,0.967,93.3,8.82,12081.2,70,7.36,-35.1,16.02,5.88,,
21L101262,4/15/2022,20:30:00,TuleRed_Breach,0.949,92.7,8.78,12052.2,68.54,7.35,-34.5,15.955,5.87,,
21L101262,4/15/2022,20:45:00,TuleRed_Breach,0.938,92.3,8.75,12025.1,67.28,7.34,-33.7,15.894,5.87,,
21L101262,4/15/2022,21:00:00,TuleRed_Breach,0.926,91.8,8.72,12003.9,66.85,7.33,-33.2,15.825,5.87,,
21L101262,4/15/2022,21:15:00,TuleRed_Breach,0.929,91.2,8.68,11981.8,70.75,7.32,-32.6,15.774,5.87,,
21L101262,4/15/2022,21:30:00,TuleRed_Breach,0.957,91.4,8.72,11992.5,65.2,7.34,-33.8,15.618,5.87,,
21L101262,4/15/2022,21:45:00,TuleRed_Breach,1.016,93,9.09,12291.5,98.82,7.52,-43.4,14.467,5.87,,
21L101262,4/15/2022,22:00:00,TuleRed_Breach,1.114,94.7,9.24,13087.6,348.04,7.8,-58.8,14.348,5.87,,
21L101262,4/15/2022,22:15:00,TuleRed_Breach,1.23,94.6,9.26,13113.8,345.73,7.8,-58.7,14.188,5.86,,
21L101262,4/15/2022,22:30:00,TuleRed_Breach,1.336,94.6,9.27,13087.9,338.65,7.8,-58.6,14.193,5.87,,
21L101262,4/15/2022,22:45:00,TuleRed_Breach,1.436,94.8,9.25,13041,331.06,7.79,-58.5,14.361,5.87,,
21L101262,4/15/2022,23:00:00,TuleRed_Breach,1.543,94.7,9.25,13048.3,323.96,7.79,-58.5,14.344,5.86,,
21L101262,4/15/2022,23:15:00,TuleRed_Breach,1.644,94.5,9.23,13093.6,295.46,7.79,-58.3,14.346,5.87,,
21L101262,4/15/2022,23:30:00,TuleRed_Breach,1.743,94.2,9.22,13138.4,271.13,7.79,-58.1,14.23,5.86,,
21L101262,4/15/2022,23:45:00,TuleRed_Breach,1.832,94.1,9.21,13119.4,279.09,7.79,-58,14.236,5.87,,
21L101262,4/16/2022,0:00:00,TuleRed_Breach,1.909,93.9,9.2,13128.5,290.89,7.78,-57.8,14.191,5.87,,
21L101262,4/16/2022,0:15:00,TuleRed_Breach,1.973,93.9,9.21,13137.4,243.91,7.78,-57.8,14.14,5.86,,
21L101262,4/16/2022,0:30:00,TuleRed_Breach,2.037,95,9.2,13050.1,146.35,7.8,-58.8,14.697,5.86,,
21L101262,4/16/2022,0:45:00,TuleRed_Breach,2.092,95,9.2,13042.7,131.16,7.8,-58.7,14.708,5.87,,
21L101262,4/16/2022,1:00:00,TuleRed_Breach,2.139,95,9.2,13023.6,116.26,7.8,-58.8,14.753,5.86,,
21L101262,4/16/2022,1:15:00,TuleRed_Breach,2.175,94.6,9.2,13035.4,119.14,7.79,-58.3,14.533,5.87,,
21L101262,4/16/2022,1:30:00,TuleRed_Breach,2.204,94.6,9.19,13019.1,118.66,7.79,-58.3,14.565,5.86,,
21L101262,4/16/2022,1:45:00,TuleRed_Breach,2.236,94.9,9.2,12967.2,110.29,7.8,-58.6,14.683,5.86,,
21L101262,4/16/2022,2:00:00,TuleRed_Breach,2.256,95.4,9.23,12924.1,91.75,7.81,-59.1,14.798,5.86,,
21L101262,4/16/2022,2:15:00,TuleRed_Breach,2.262,95.6,9.25,12844,84.49,7.81,-59.4,14.83,5.86,,
21L101262,4/16/2022,2:30:00,TuleRed_Breach,2.262,95.6,9.25,12847.5,89.02,7.81,-59.4,14.814,5.87,,
21L101262,4/16/2022,2:45:00,TuleRed_Breach,2.259,95.6,9.25,12804.1,80.03,7.81,-59.5,14.799,5.86,,
21L101262,4/16/2022,3:00:00,TuleRed_Breach,2.251,95.7,9.26,12769.3,81.76,7.81,-59.6,14.781,5.86,,
21L101262,4/16/2022,3:15:00,TuleRed_Breach,2.227,95.5,9.25,12745.4,85.42,7.81,-59.6,14.777,5.87,,
21L101262,4/16/2022,3:30:00,TuleRed_Breach,2.198,94.5,9.15,12742.2,200.21,7.8,-58.8,14.771,5.86,,
21L101262,4/16/2022,3:45:00,TuleRed_Breach,2.14,95.4,9.24,12735.6,82.81,7.81,-59.5,14.736,5.86,,
21L101262,4/16/2022,4:00:00,TuleRed_Breach,2.077,94.4,9.15,12752.8,89.25,7.79,-58.4,14.741,5.87,,
21L101262,4/16/2022,4:15:00,TuleRed_Breach,2.007,94.2,9.13,12814.6,102.51,7.79,-58.1,14.742,5.86,,
21L101262,4/16/2022,4:30:00,TuleRed_Breach,1.93,93.3,9.05,12850.8,121.63,7.77,-57,14.72,5.86,,
21L101262,4/16/2022,4:45:00,TuleRed_Breach,1.849,92.7,8.99,12940,124.97,7.75,-56.3,14.698,5.86,,
21L101262,4/16/2022,5:00:00,TuleRed_Breach,1.756,91.7,8.9,12996.9,131.96,7.73,-55.1,14.654,5.86,,
21L101262,4/16/2022,5:15:00,TuleRed_Breach,1.689,90.2,8.77,13025.1,127.94,7.7,-53.4,14.577,5.87,,
21L101262,4/16/2022,5:30:00,TuleRed_Breach,1.607,88.5,8.62,13010,121.16,7.66,-51.2,14.457,5.86,,
21L101262,4/16/2022,5:45:00,TuleRed_Breach,1.54,86.1,8.41,12983.6,113.23,7.59,-47.5,14.372,5.86,,
21L101262,4/16/2022,6:00:00,TuleRed_Breach,1.467,84,8.21,12878.5,105.98,7.52,-43.5,14.319,5.85,,
21L101262,4/16/2022,6:15:00,TuleRed_Breach,1.4,82.3,8.05,12863,98.1,7.46,-40.5,14.266,5.86,,
21L101262,4/16/2022,6:30:00,TuleRed_Breach,1.335,80.5,7.89,12792.4,89.58,7.41,-37.6,14.209,5.86,,
21L101262,4/16/2022,6:45:00,TuleRed_Breach,1.284,79.2,7.77,12753.5,82.48,7.37,-35.3,14.172,5.85,,
21L101262,4/16/2022,7:00:00,TuleRed_Breach,1.248,78.1,7.67,12687.1,78.6,7.34,-33.6,14.143,5.86,,
21L101262,4/16/2022,7:15:00,TuleRed_Breach,1.191,77.4,7.61,12659.3,75.94,7.32,-32.4,14.117,5.86,,
21L101262,4/16/2022,7:30:00,TuleRed_Breach,1.139,76.6,7.53,12612.3,71.51,7.29,-31.2,14.092,5.86,,
21L101262,4/16/2022,7:45:00,TuleRed_Breach,1.094,76,7.48,12601.4,71.2,7.28,-30.2,14.07,5.86,,
21L101262,4/16/2022,8:00:00,TuleRed_Breach,1.06,75.5,7.42,12576.8,67.77,7.26,-29.1,14.083,5.85,,
21L101262,4/16/2022,8:15:00,TuleRed_Breach,1.04,75,7.38,12552.2,64.99,7.24,-28.1,14.117,5.85,,
21L101262,4/16/2022,8:30:00,TuleRed_Breach,1.006,74.8,7.36,12505.7,62.47,7.22,-27.4,14.129,5.85,,
21L101262,4/16/2022,8:45:00,TuleRed_Breach,0.991,74.7,7.34,12510.8,60.03,7.22,-26.9,14.139,5.86,,
21L101262,4/16/2022,9:00:00,TuleRed_Breach,0.965,74.5,7.32,12509.9,60.04,7.2,-26.3,14.158,5.86,,
21L101262,4/16/2022,9:15:00,TuleRed_Breach,0.947,74.3,7.29,12495.4,59.57,7.19,-25.7,14.178,5.85,,
21L101262,4/16/2022,9:30:00,TuleRed_Breach,0.944,74.2,7.28,12485.6,61.8,7.19,-25.3,14.249,5.86,,
21L101262,4/16/2022,9:45:00,TuleRed_Breach,0.933,74.3,7.28,12483,57.97,7.18,-24.9,14.283,5.85,,
21L101262,4/16/2022,10:00:00,TuleRed_Breach,0.936,74.3,7.28,12462.8,56.24,7.17,-24.6,14.314,5.86,,
21L101262,4/16/2022,10:15:00,TuleRed_Breach,0.97,74,7.24,12464.5,56.78,7.17,-24.6,14.371,5.86,,
21L101262,4/16/2022,10:30:00,TuleRed_Breach,1.025,76.7,7.45,12478.8,63.4,7.21,-26.7,14.671,5.85,,
21L101262,4/16/2022,10:45:00,TuleRed_Breach,1.092,86.5,8.3,12076.5,118.39,7.44,-39.3,15.313,5.86,,
21L101262,4/16/2022,11:00:00,TuleRed_Breach,1.212,91.7,8.8,11388.2,202.41,7.58,-46.8,15.448,5.85,,
21L101262,4/16/2022,11:15:00,TuleRed_Breach,1.336,95.4,9.06,11024,212.25,7.69,-52.8,16.037,5.86,,
21L101262,4/16/2022,11:30:00,TuleRed_Breach,1.441,97.3,9.22,10709.6,207.71,7.75,-56.5,16.198,5.86,,
21L101262,4/16/2022,11:45:00,TuleRed_Breach,1.538,98.2,9.27,10599.2,169.16,7.79,-58.7,16.366,5.86,,
21L101262,4/16/2022,12:00:00,TuleRed_Breach,1.638,99,9.42,10319.8,170.83,7.83,-60.9,16.039,5.86,,
21L101262,4/16/2022,12:15:00,TuleRed_Breach,1.732,99.2,9.43,10303.1,177.18,7.84,-61.3,16.097,5.85,,
21L101262,4/16/2022,12:30:00,TuleRed_Breach,1.81,99.3,9.45,10291.7,171.11,7.85,-61.8,16.062,5.86,,
21L101262,4/16/2022,12:45:00,TuleRed_Breach,1.895,99.8,9.46,10313.7,159.48,7.86,-62.2,16.219,5.86,,
21L101262,4/16/2022,13:00:00,TuleRed_Breach,1.961,100.4,9.49,10367.8,148.3,7.86,-62.6,16.343,5.85,,
21L101262,4/16/2022,13:15:00,TuleRed_Breach,2.021,100.9,9.52,10451,134.86,7.87,-63.1,16.409,5.86,,
21L101262,4/16/2022,13:30:00,TuleRed_Breach,2.069,101.1,9.53,10615.7,124.89,7.87,-63.2,16.443,5.85,,
21L101262,4/16/2022,13:45:00,TuleRed_Breach,2.112,100.9,9.51,10727.7,126.8,7.87,-63,16.439,5.86,,
21L101262,4/16/2022,14:00:00,TuleRed_Breach,2.146,101.2,9.52,10770.9,126.74,7.87,-63,16.54,5.86,,
21L101262,4/16/2022,14:15:00,TuleRed_Breach,2.168,101.6,9.53,10756.3,133.55,7.87,-63.1,16.668,5.85,,
21L101262,4/16/2022,14:30:00,TuleRed_Breach,2.176,101.8,9.53,10813.5,132.97,7.87,-63.3,16.722,5.86,,
21L101262,4/16/2022,14:45:00,TuleRed_Breach,2.19,102.2,9.55,10874.8,123.71,7.88,-63.4,16.822,5.85,,
21L101262,4/16/2022,15:00:00,TuleRed_Breach,2.184,102.4,9.55,10859.2,123.92,7.88,-63.5,16.925,5.86,,
21L101262,4/16/2022,15:15:00,TuleRed_Breach,2.176,102.1,9.49,10734.2,125.34,7.88,-63.4,17.122,5.86,,
